dauid,area_sq_km,pop_total,hhld_total,vismin_total,vismin_vismin,lico_total,lico_lico,fam_total,fam_oneparent,fam_onemother
48060741,0.1392,410,180,410,65,410,20,110,10,5
48060742,0.2525,536,217,520,90,535,35,150,30,20
48060743,0.2903,1051,383,1010,225,1055,40,295,40,35
48060744,0.3648,979,360,985,115,975,20,285,30,25
48060745,0.2087,942,341,905,135,945,30,260,30,20
48060746,0.3331,1126,410,1180,130,1125,30,325,40,30
48060747,0.2212,901,318,915,90,895,35,265,30,20
48060748,0.1405,600,221,620,100,595,25,170,15,15
48060749,0.1362,798,381,745,80,800,45,230,15,10
48060750,0.1917,956,493,935,225,955,50,245,35,25
48060751,0.198,984,506,1030,245,985,75,275,25,25
48060752,0.1848,663,289,650,105,665,40,185,25,15
48060753,0.1768,726,300,760,125,730,40,210,20,15
48060754,0.1057,530,273,600,100,530,35,140,15,10
48060755,0.1128,679,419,625,175,650,85,130,15,10
48060758,0.3272,693,293,650,75,690,25,210,35,25
48060759,0.1761,633,307,705,115,635,30,175,25,20
48060760,0.1753,607,262,520,80,605,35,170,30,20
48060761,0.1533,624,268,630,160,620,30,180,35,30
48060763,1.1794,1291,801,1200,345,1280,175,265,65,55
48060764,0.701,1999,699,1760,400,1700,75,460,70,55
48060769,0.1612,503,259,465,25,500,15,155,15,15
48060770,0.2177,480,205,480,115,480,15,135,10,15
48060771,0.2028,507,194,520,90,510,15,165,20,10
48060774,0.2638,777,363,800,245,770,80,215,60,55
48060775,0.1566,396,165,355,30,400,15,115,25,20
48060776,0.2032,423,161,405,40,425,10,130,20,20
48060777,0.1411,359,144,380,25,360,5,110,10,10
48060778,0.1613,411,183,440,25,410,10,125,20,15
48060779,0.104,277,117,215,25,275,20,90,10,5
48060780,0.2318,621,306,630,90,620,30,180,35,35
48060781,0.2631,521,234,550,120,520,35,160,35,25
48060783,0.0952,386,164,395,45,380,25,125,35,35
48060784,0.0691,352,141,360,40,355,15,100,30,25
48060785,0.1296,362,138,325,40,360,15,105,20,20
48060786,0.0988,286,111,285,25,285,15,85,10,5
48060787,0.282,662,250,625,110,660,25,195,25,20
48060789,0.0327,255,93,250,100,255,10,65,15,10
48060790,0.3181,560,207,585,120,560,25,170,20,20
48060791,0.0968,351,138,320,50,350,15,110,15,10
48060792,0.0979,456,181,460,170,455,15,140,25,20
48060793,0.2672,544,196,495,105,545,5,175,10,5
48060794,0.0947,254,101,250,20,255,0,85,5,0
48060795,0.1205,412,153,420,75,415,5,135,10,10
48060796,0.0963,369,132,365,65,370,10,120,10,10
48060797,0.2784,752,294,775,135,750,50,215,60,55
48060798,0.1301,595,231,565,105,595,20,175,20,15
48060799,0.0947,416,158,405,90,415,30,120,20,15
48060800,0.1798,657,248,655,105,655,35,210,25,20
48060801,0.0693,237,81,225,30,240,0,70,5,0
48060802,0.1575,452,178,440,90,455,20,140,25,15
48060803,0.2207,338,149,335,45,340,5,105,15,10
48060804,0.1107,501,186,505,130,505,30,150,15,10
48060805,0.1887,436,153,495,120,435,20,145,5,5
48060806,0.1493,486,186,485,170,485,10,160,20,15
48060807,1.3294,674,258,750,165,675,30,225,20,10
48060808,0.074,259,99,215,0,255,5,90,5,0
48060810,0.4187,737,286,770,125,735,30,235,35,20
48060811,0.142,384,137,310,20,385,10,115,10,10
48060812,0.1454,306,115,285,25,305,0,105,10,10
48060813,0.1142,324,117,340,75,320,10,105,10,10
48060814,0.1947,365,146,355,60,365,15,115,10,5
48060815,0.1873,451,164,460,20,450,15,145,10,10
48060816,0.1531,440,210,440,40,440,30,125,25,20
48060817,2.74,311,119,330,45,315,10,105,5,5
48060818,0.1309,350,127,380,40,350,15,115,5,5
48060820,0.1972,375,128,390,65,375,0,120,5,5
48060821,0.085,364,139,390,110,360,0,120,15,15
48060830,0.1162,340,156,370,30,340,20,100,10,10
48060831,0.1123,415,169,400,100,415,25,120,30,25
48060832,0.1974,386,160,345,50,385,25,110,15,15
48060833,0.1634,397,151,470,65,395,20,125,10,10
48060834,0.4162,529,224,550,155,530,20,145,5,0
48060836,0.1106,493,132,225,15,245,15,80,10,5
48060837,0.3668,533,243,600,360,530,65,130,35,30
48060838,0.1503,512,251,500,100,515,45,130,30,20
48060842,0.2895,552,222,635,175,555,30,145,10,10
48060843,0.073,462,216,455,275,465,40,100,10,10
48060844,0.5529,566,351,610,305,565,85,125,20,20
48060845,0.4035,745,297,710,195,745,35,220,25,20
48060846,0.1693,773,358,770,145,775,35,210,25,20
48060847,0.1904,693,303,760,155,695,35,200,15,10
48060848,0.1465,672,312,640,145,665,55,190,25,15
48060849,0.1725,703,277,685,135,705,35,190,20,15
48060850,0.1462,722,327,700,105,725,35,195,25,25
48060851,0.2732,713,379,740,230,715,65,175,15,15
48060852,0.92,1068,725,1005,165,1070,75,250,20,15
48060853,0.2449,1174,484,900,370,955,130,265,40,40
48060855,0.1793,530,330,500,140,530,50,135,25,20
48060856,0.1622,588,353,630,105,590,55,130,15,15
48060857,0.0462,494,326,485,180,495,60,95,15,10
48060858,0.0744,602,381,605,145,600,55,125,20,15
48060859,0.071,557,375,570,145,555,60,100,15,10
48060860,0.1088,794,495,790,290,795,100,175,30,20
48060861,0.0853,961,646,905,180,960,90,195,25,15
48060862,0.1029,464,192,415,80,460,30,140,15,10
48060863,0.1231,542,241,620,145,545,25,155,25,20
48060864,0.194,591,266,595,180,590,55,175,30,20
48060865,0.1648,974,567,980,520,975,90,235,50,40
48060866,0.1313,560,207,425,195,420,25,130,15,10
48060867,0.1538,527,253,555,140,530,25,150,20,15
48060868,0.4266,619,283,640,230,620,35,175,25,15
48060869,0.1387,447,233,360,105,445,60,100,15,10
48060870,0.2388,698,357,540,190,680,55,170,25,15
48060871,0.1603,712,375,715,290,710,80,180,30,20
48060872,0.1324,585,267,645,220,585,40,160,20,15
48060873,0.1801,763,371,635,215,765,75,190,25,20
48060874,0.1693,719,342,765,155,715,65,200,35,25
48060875,0.3423,1002,391,985,195,1000,40,290,35,25
48060876,0.1883,752,324,785,255,750,45,210,20,10
48060877,0.1747,606,262,650,170,605,40,175,25,15
48060878,0.1559,624,253,705,165,620,20,170,20,10
48060879,0.4005,471,230,455,150,475,35,110,15,15
48060880,0.2753,413,207,360,90,415,40,100,25,20
48060881,4.7929,640,178,610,310,640,75,145,45,35
48060882,0.2289,506,259,510,150,500,70,115,25,20
48060884,0.6869,152,67,190,50,155,5,40,5,0
48060885,0.1967,744,285,510,90,490,30,115,15,10
48060886,0.3771,658,281,660,180,655,45,180,25,15
48060887,0.1774,544,220,590,90,545,30,155,25,15
48060888,0.077,557,285,545,90,560,20,155,25,25
48060889,0.1307,460,217,480,90,460,50,125,25,15
48060890,0.4402,645,291,595,175,635,65,165,35,30
48060891,0.5271,529,242,515,160,530,35,145,20,15
48060892,0.3572,515,225,510,65,515,25,135,20,15
48060893,0.1643,684,267,535,185,500,20,140,5,5
48060894,0.1748,1100,611,1195,335,1100,65,290,25,20
48060895,0.1253,452,206,510,85,455,20,120,15,10
48060896,0.1183,553,265,565,190,555,30,145,15,15
48060897,0.2164,734,387,685,100,735,50,190,25,20
48060898,0.1643,649,362,650,175,635,55,140,25,20
48060899,0.1177,549,299,485,215,550,140,140,75,75
48060900,0.7896,1564,808,1115,360,1150,70,245,30,20
48060901,1.3595,1767,1002,1805,335,1765,105,480,55,50
48060902,0.1843,591,306,545,55,565,40,150,15,10
48060903,0.5926,604,311,470,25,565,40,145,20,20
48060904,3.0768,1044,481,950,160,930,90,230,35,30
48060905,0.1306,374,180,365,0,370,20,115,10,5
48060906,0.316,525,236,510,100,470,75,100,20,15
48060907,0.1264,224,100,215,45,215,10,60,10,10
48060908,0.1312,333,165,320,60,330,35,85,15,10
48060909,0.1852,723,485,670,190,725,85,135,45,30
48060910,0.1767,475,229,415,130,470,50,120,25,20
48060911,0.1262,434,175,365,120,435,50,110,45,30
48060912,0.1398,374,174,400,125,375,40,90,30,25
48060913,0.0868,442,178,380,175,440,55,105,35,30
48060914,0.1614,554,235,455,225,500,85,115,45,35
48060915,0.0886,339,143,320,165,325,45,75,25,20
48060916,0.1079,493,189,435,195,485,60,115,40,30
48060917,0.1206,559,290,560,255,560,95,115,35,25
48060918,0.103,123,50,115,45,125,10,30,10,10
48060919,0.2671,485,200,540,235,485,45,130,35,30
48060920,0.0799,465,191,435,160,465,60,105,35,25
48060921,0.1024,412,200,350,125,410,45,100,30,30
48060922,0.1087,869,417,900,340,865,85,210,35,35
48060923,0.1967,520,258,515,175,510,70,105,25,20
48060924,1.8941,693,294,800,435,690,100,155,50,40
48060925,0.1609,444,183,400,55,445,10,120,25,20
48060926,0.2048,422,168,425,50,425,30,115,20,15
48060927,0.0748,327,150,345,55,325,20,85,10,5
48060928,0.3502,900,418,845,385,900,55,230,50,40
48060929,0.1247,574,245,545,105,575,50,170,40,30
48060930,0.1131,439,207,440,170,440,40,115,25,15
48060931,0.1551,459,194,475,65,460,20,135,25,20
48060932,0.1024,376,173,335,70,375,35,95,20,15
48060933,0.1285,445,203,470,125,445,30,110,30,20
48060934,0.6245,858,411,845,380,855,100,205,60,55
48060935,0.1639,405,131,445,300,405,35,110,40,35
48060936,0.0687,656,232,640,420,655,80,165,55,45
48060937,0.1808,393,164,370,65,395,25,115,20,15
48060938,32.0371,277,111,260,100,275,15,75,15,15
48060943,0.0692,431,134,435,305,430,45,110,25,20
48060944,0.1052,527,168,455,420,510,35,130,20,20
48060945,0.0565,293,89,295,210,295,20,75,10,5
48060946,0.0886,455,133,470,390,455,25,125,20,15
48060947,0.3769,1068,308,1120,820,1060,55,275,50,40
48060948,0.0943,482,136,515,490,485,15,130,20,15
48060949,0.048,436,144,355,260,435,55,105,20,15
48060950,0.0918,590,196,575,390,590,30,155,25,25
48060952,0.0751,432,142,460,295,430,25,110,30,25
48060953,0.1655,928,308,945,600,925,40,250,60,50
48060954,0.1394,746,237,810,560,750,60,190,35,30
48060956,0.1843,701,213,700,485,700,55,180,25,20
48060957,0.1633,651,201,555,445,655,35,170,30,25
48060958,0.163,599,191,640,435,600,45,155,30,20
48060959,0.1084,461,137,420,285,455,40,120,20,15
48060960,0.1589,591,198,535,320,595,30,160,35,25
48060961,0.1499,770,224,770,475,770,55,205,35,30
48060962,0.1881,661,230,625,395,665,55,175,55,45
48060963,0.089,476,162,460,265,475,25,125,25,20
48060965,0.0768,335,105,345,200,335,15,95,15,5
48060966,0.1948,450,174,490,275,450,20,125,20,15
48060967,0.1386,519,157,660,500,520,40,135,20,15
48060968,0.1257,554,174,425,265,555,50,150,30,20
48060969,0.1053,467,141,460,355,465,20,130,25,15
48060970,0.1136,549,175,545,365,545,30,145,30,25
48060971,0.257,446,139,500,370,445,30,130,25,20
48060972,0.0438,241,66,195,165,240,15,70,15,5
48060973,0.1098,504,157,605,500,505,50,130,25,25
48060974,0.088,398,115,360,250,400,25,100,20,15
48060975,0.3338,653,198,630,485,655,45,165,35,30
48060976,0.0526,307,91,360,285,295,20,60,5,5
48060977,0.0827,413,140,395,245,410,20,115,20,15
48060978,0.241,779,253,910,625,770,65,200,45,35
48060979,0.169,611,227,645,420,615,55,150,35,25
48060980,0.0618,330,99,310,200,330,25,85,15,5
48060981,3.0598,311,131,335,135,310,40,85,20,15
48060982,0.2707,902,338,940,820,900,85,235,70,55
48060983,0.1008,629,223,610,445,625,40,155,40,30
48060984,0.2158,900,313,825,460,900,50,225,35,30
48060985,0.1288,758,262,730,330,755,65,175,55,45
48060986,0.0689,424,140,535,255,425,30,115,55,35
48060987,0.0573,460,129,230,110,325,45,70,30,30
48060988,0.2059,541,193,580,355,540,25,145,35,30
48060989,0.1716,444,159,485,160,445,30,125,30,20
48060990,0.1523,495,182,565,340,495,35,145,35,25
48060991,0.096,268,87,255,100,270,20,75,10,15
48060992,0.1174,593,238,605,390,595,35,155,40,30
48060993,0.0336,310,114,325,120,310,20,85,25,25
48060994,0.1831,661,226,675,415,660,60,175,40,30
48060995,0.0946,404,131,360,160,405,20,110,25,15
48060996,0.0941,452,162,480,270,450,50,110,30,20
48060997,0.1908,547,178,540,255,505,55,135,50,35
48060998,0.1514,631,230,700,290,630,55,165,50,35
48060999,0.1283,564,207,475,220,560,70,145,35,25
48061000,0.4725,1348,715,1405,375,1345,135,350,85,70
48061001,0.0867,309,166,340,30,310,10,85,15,15
48061005,0.1545,490,145,465,250,490,40,120,35,25
48061006,0.2617,916,318,865,455,915,85,245,55,40
48061007,0.0636,319,104,325,200,315,25,90,20,15
48061008,0.0557,226,82,195,90,225,30,55,10,10
48061009,0.1432,511,173,490,260,510,10,140,30,30
48061010,0.0831,355,114,365,240,355,10,95,15,15
48061011,0.1271,490,172,500,255,490,35,130,35,25
48061012,0.2047,382,147,390,180,380,20,105,35,25
48061013,0.2552,872,300,875,495,870,45,235,55,50
48061014,0.0909,443,139,555,340,440,20,120,25,15
48061015,0.1416,470,154,425,270,470,35,120,20,20
48061016,0.1188,463,161,435,245,460,25,125,25,20
48061017,0.0622,255,84,195,30,255,15,65,15,10
48061018,0.1481,527,184,505,285,525,25,145,30,20
48061019,0.1225,453,164,540,240,455,30,125,20,20
48061020,0.1831,581,199,605,230,580,50,150,40,25
48061021,0.1167,452,152,450,255,450,30,125,20,15
48061022,0.1297,594,209,640,325,595,35,155,40,25
48061023,0.1816,622,221,545,250,620,40,160,25,20
48061024,0.1393,438,154,375,230,440,30,120,15,15
48061025,0.1971,521,178,435,265,520,35,135,20,20
48061026,0.1446,514,178,535,310,515,30,130,25,15
48061027,0.1477,410,134,400,210,410,25,105,15,10
48061028,0.0938,436,152,435,355,435,40,115,30,20
48061029,0.1112,349,148,320,155,350,25,90,15,20
48061030,0.0848,319,109,320,260,315,40,80,25,25
48061031,0.1589,591,204,550,320,590,55,150,50,40
48061032,0.1281,534,185,605,380,530,30,145,25,25
48061033,0.1893,644,211,660,380,640,50,165,35,35
48061034,0.1029,469,153,420,200,470,35,120,30,20
48061035,0.3258,533,221,480,290,535,35,130,40,35
48061036,0.3259,606,241,620,290,605,35,175,30,25
48061038,0.145,630,199,630,440,630,25,170,30,20
48061039,0.0969,832,370,825,570,830,95,215,60,45
48061040,0.2673,638,197,660,395,635,45,170,35,30
48061041,0.1657,794,260,725,505,795,95,215,85,80
48061042,0.0815,447,152,515,295,445,30,120,25,20
48061043,0.0654,520,190,390,205,520,70,135,50,40
48061044,0.1199,350,117,315,195,350,15,90,15,15
48061045,0.0773,266,94,280,130,265,15,75,10,10
48061046,0.1088,364,129,305,100,365,20,110,15,15
48061047,0.0956,373,119,405,175,370,20,100,20,15
48061048,0.0765,269,89,250,115,265,10,75,5,5
48061049,0.0985,376,98,400,340,375,25,110,10,5
48061050,0.1854,1014,450,1010,635,1015,55,250,60,50
48061051,0.1476,439,141,425,195,440,25,115,25,15
48061052,0.0884,357,145,380,135,355,30,95,15,10
48061053,0.1241,540,198,550,285,540,40,135,40,35
48061054,0.0707,277,111,235,90,275,15,80,15,15
48061055,0.1643,618,206,655,425,620,30,165,35,25
48061056,0.0989,432,139,410,170,430,25,120,30,20
48061057,0.0809,381,108,400,225,375,30,110,20,20
48061058,0.0396,255,81,280,155,255,25,60,10,5
48061059,0.0726,362,116,385,245,360,30,100,20,15
48061060,0.3435,883,326,890,615,880,50,225,55,50
48061061,0.0977,735,259,715,480,735,40,195,55,40
48061062,0.1085,561,183,525,325,560,30,150,35,25
48061063,0.1241,505,163,480,315,505,40,135,20,15
48061064,0.0973,485,162,495,350,485,15,140,30,25
48061065,0.0928,472,150,460,240,470,45,135,50,40
48061067,0.2986,815,290,775,450,815,75,210,60,60
48061068,0.0858,479,157,470,335,480,35,125,30,30
48061069,0.1491,926,273,940,670,925,65,235,65,55
48061070,0.0655,418,127,445,255,415,50,120,30,25
48061071,0.0702,358,107,260,130,360,30,85,20,15
48061072,0.0855,476,163,555,360,475,40,140,40,25
48061073,0.077,442,149,445,325,435,40,115,25,20
48061076,0.2127,818,262,795,435,815,60,215,50,40
48061077,0.169,1193,410,1185,900,1195,145,305,80,65
48061078,0.0493,360,103,410,275,360,25,90,20,20
48061079,0.0354,293,83,390,270,295,10,80,15,15
48061080,0.1812,877,261,785,605,880,40,225,55,45
48061081,0.2021,857,269,855,525,855,80,230,50,40
48061082,0.0383,268,82,235,155,265,30,70,25,20
48061083,0.184,765,270,880,700,765,50,195,35,25
48061084,0.1062,484,151,345,190,480,30,130,25,20
48061085,0.1115,491,136,595,490,490,25,135,15,10
48061086,0.1467,500,152,590,325,500,35,130,30,30
